Unnamed: 0,Titre,Entrées,best_match,movie_boxoffice,movie_budget,movie_cast,movie_categories,movie_countries,movie_director,movie_id,movie_imdb_metascore,movie_imdb_nb_of_ratings,movie_imdb_popularity,movie_imdb_rating,movie_length,movie_original_title,movie_poster,movie_production_companies,movie_synopsis,movie_title,movie_url,movie_us_boxoffice,release_date,year
222,5 Violent Night Universal Pictures International France Bande-Annonce,88 083,,,,,,,,,,,,,,,,,,,,,,
223,6 Fumer Fait Tousser Gaumont Distribution Bande-Annonce,87 446,,,,,,,,,,,,,,,,,,,,,,
224,10 Annie Colère Diaphana Distribution Bande-Annonce,68 373,,,,,,,,,,,,,,,,,,,,,,
225,4 Le Menu The Walt Disney Company France Bande-Annonce,124 279,,,,,,,,,,,,,,,,,,,,,,
226,6 Les Miens Le Pacte Bande-Annonce,98 004,,,,,,,,,,,,,,,,,,,,,,
227,4 Reste Un Peu Studiocanal Bande-Annonce,152 695,,,,,,,,,,,,,,,,,,,,,,
228,6 Les Femmes Du Square Ugc Distribution Bande-Annonce,105 828,,,,,,,,,,,,,,,,,,,,,,
229,7 Les Amandiers Ad Vitam Bande-Annonce,104 057,,,,,,,,,,,,,,,,,,,,,,
230,1 Black Panther: Wakanda Forever The Walt Disney Company France Bande-Annonce,1 692 183,,,,,,,,,,,,,,,,,,,,,,
231,2 Couleurs De L'Incendie Gaumont Distribution Bande-Annonce,302 030,,,,,,,,,,,,,,,,,,,,,,
232,5 Armageddon Time Universal Pictures International France Bande-Annonce,155 547,,,,,,,,,,,,,,,,,,,,,,
233,4 Plancha Studiocanal Bande-Annonce,271 193,,,,,,,,,,,,,,,,,,,,,,
234,8 La Proie Du Diable Metropolitan Filmexport Bande-Annonce,209 337,,,,,,,,,,,,,,,,,,,,,,
235,10 La Conspiration Du Caire Memento Distribution Bande-Annonce,153 906,,,,,,,,,,,,,,,,,,,,,,
236,1 Black Adam Warner Bros. France Bande-Annonce,713 308,,,,,,,,,,,,,,,,,,,,,,
237,4 Le Nouveau Jouet Sony Pictures Releasing France Bande-Annonce,271 139,,,,,,,,,,,,,,,,,,,,,,
238,5 Belle Et Sébastien : Nouvelle Génération Gaumont Distribution Bande-Annonce,179 709,,,,,,,,,,,,,,,,,,,,,,
239,"1 Simone, Le Voyage Du Siècle Warner Bros. France Bande-Annonce",486 242,,,,,,,,,,,,,,,,,,,,,,
240,3 Jack Mimoun Et Les Secrets De Val Verde Pathé Bande-Annonce,257 163,,,,,,,,,,,,,,,,,,,,,,
241,4 L'Innocent Ad Vitam Bande-Annonce,192 906,,,,,,,,,,,,,,,,,,,,,,
242,5 Halloween Ends Universal Pictures International France Bande-Annonce,187 689,,,,,,,,,,,,,,,,,,,,,,
243,7 Samouraï Academy Snd Bande-Annonce,151 216,,,,,,,,,,,,,,,,,,,,,,
244,1 Novembre Studiocanal Bande-Annonce,592 681,,,,,,,,,,,,,,,,,,,,,,
245,3 Dragon Ball Super: Super Hero Sony Pictures Releasing France Bande-Annonce,218 070,,,,,,,,,,,,,,,,,,,,,,
246,4 Ticket To Paradise Universal Pictures International France Bande-Annonce,176 153,,,,,,,,,,,,,,,,,,,,,,
247,10 L'Origine Du Mal The Jokers / Les Bookmakers Bande-Annonce,56 107,,,,,,,,,,,,,,,,,,,,,,
248,1 Smile Paramount Pictures France Bande-Annonce,226 686,,,,,,,,,,,,,,,,,,,,,,
249,2 Jumeaux Mais Pas Trop Snd Bande-Annonce,210 444,,,,,,,,,,,,,,,,,,,,,,
250,3 Sans Filtre Bac Films Bande-Annonce,179 786,,,,,,,,,,,,,,,,,,,,,,
251,5 The Woman King Sony Pictures Releasing France Bande-Annonce,100 875,,,,,,,,,,,,,,,,,,,,,,
252,10 Maria Rêve Ugc Distribution Bande-Annonce,71 211,,,,,,,,,,,,,,,,,,,,,,
253,1 Une Belle Course Pathé Bande-Annonce,180 034,,,,,,,,,,,,,,,,,,,,,,
254,2 Don'T Worry Darling Warner Bros. France Bande-Annonce,151 272,,,,,,,,,,,,,,,,,,,,,,
255,3 Les Enfants Des Autres Ad Vitam Bande-Annonce,142 402,,,,,,,,,,,,,,,,,,,,,,
256,2 Chronique D'Une Liaison Passagère Pyramide Distribution Bande-Annonce,119 790,,,,,,,,,,,,,,,,,,,,,,
257,6 Citoyen D'Honneur Apollo Films Bande-Annonce,57 538,,,,,,,,,,,,,,,,,,,,,,
258,7 Coup De Théâtre The Walt Disney Company France Bande-Annonce,56 893,,,,,,,,,,,,,,,,,,,,,,
259,1 Kompromat Snd Bande-Annonce,205 447,,,,,,,,,,,,,,,,,,,,,,
260,2 Le Visiteur Du Futur Kmbo Bande-Annonce,147 188,,,,,,,,,,,,,,,,,,,,,,
261,3 Revoir Paris Pathé Bande-Annonce,142 841,,,,,,,,,,,,,,,,,,,,,,
262,4 Le Tigre Et Le Président Orange Studio / Tandem Bande-Annonce,81 893,,,,,,,,,,,,,,,,,,,,,,
263,9 Tout Le Monde Aime Jeanne Diaphana Distribution Bande-Annonce,63 691,,,,,,,,,,,,,,,,,,,,,,
264,1 Everything Everywhere All At Once Pathé Live Bande-Annonce,132 121,,,,,,,,,,,,,,,,,,,,,,
265,3 La Dégustation Studiocanal Bande-Annonce,110 323,,,,,,,,,,,,,,,,,,,,,,
266,8 Avec Amour Et Acharnement Ad Vitam Bande-Annonce,73 581,,,,,,,,,,,,,,,,,,,,,,
267,9 La Page Blanche Snd Bande-Annonce,56 502,,,,,,,,,,,,,,,,,,,,,,
268,1 Tad L'Explorateur Et La Table D'Émeraude Paramount Pictures France Bande-Annonce,204 164,,,,,,,,,,,,,,,,,,,,,,
269,3 Rumba La Vie Gaumont Distribution Bande-Annonce,151 081,,,,,,,,,,,,,,,,,,,,,,
270,4 Les Volets Verts Arp Sélection Bande-Annonce,150 419,,,,,,,,,,,,,,,,,,,,,,
271,7 Beast Universal Pictures International France Bande-Annonce,116 929,,,,,,,,,,,,,,,,,,,,,,
272,10 Trois Mille Ans À T’Attendre Metropolitan Filmexport Bande-Annonce,95 617,,,,,,,,,,,,,,,,,,,,,,
273,6 Les Vieux Fourneaux 2 : Bons Pour L’Asile Apollo Films / Orange Studio Bande-Annonce,148 172,,,,,,,,,,,,,,,,,,,,,,
274,7 Esther 2 : Les Origines Metropolitan Filmexport Bande-Annonce,140 678,,,,,,,,,,,,,,,,,,,,,,
275,1 One Piece Film - Red Pathé Bande-Annonce,575 182,,,,,,,,,,,,,,,,,,,,,,
276,3 Nope Universal Pictures International France Bande-Annonce,224 705,,,,,,,,,,,,,,,,,,,,,,
277,8 La Très Très Grande Classe Ugc Distribution Bande-Annonce,168 103,,,,,,,,,,,,,,,,,,,,,,
278,1 Bullet Train Sony Pictures Releasing France Bande-Annonce,491 067,,,,,,,,,,,,,,,,,,,,,,
279,8 L'Année Du Requin The Jokers / Les Bookmakers Bande-Annonce,79 534,,,,,,,,,,,,,,,,,,,,,,
280,3 Krypto Et Les Super-Animaux Warner Bros. France Bande-Annonce,333 361,,,,,,,,,,,,,,,,,,,,,,
281,6 Joyeuse Retraite 2 Snd Bande-Annonce,155 491,,,,,,,,,,,,,,,,,,,,,,
282,9 As Bestas Le Pacte Bande-Annonce,74 066,,,,,,,,,,,,,,,,,,,,,,
283,1 Thor: Love And Thunder The Walt Disney Company France Bande-Annonce,1 150 926,,,,,,,,,,,,,,,,,,,,,,
284,3 Ducobu Président ! Ugc Distribution Bande-Annonce,295 230,,,,,,,,,,,,,,,,,,,,,,
285,4 Menteur Gaumont Distribution Bande-Annonce,242 165,,,,,,,,,,,,,,,,,,,,,,
286,9 La Nuit Du 12 Haut Et Court Bande-Annonce,96 667,,,,,,,,,,,,,,,,,,,,,,
287,1 Les Minions 2 : Il Était Une Fois Gru Universal Pictures International France Bande-Annonce,1 360 765,,,,,,,,,,,,,,,,,,,,,,
288,6 La Traversée Metropolitan Filmexport Bande-Annonce,189 578,,,,,,,,,,,,,,,,,,,,,,
289,"8 Arthur, Malédiction Apollo Films Bande-Annonce",121 393,,,,,,,,,,,,,,,,,,,,,,
290,9 Decision To Leave Bac Films Bande-Annonce,103 303,,,,,,,,,,,,,,,,,,,,,,
291,10 Salam Pan Distribution Le Teaser,90 096,,,,,,,,,,,,,,,,,,,,,,
292,1 Buzz L'Éclair The Walt Disney Company France Bande-Annonce,482 715,,,,,,,,,,,,,,,,,,,,,,
293,4 Elvis Warner Bros. France Bande-Annonce,343 596,,,,,,,,,,,,,,,,,,,,,,
294,5 Black Phone Universal Pictures International France Bande-Annonce,136 339,,,,,,,,,,,,,,,,,,,,,,
295,7 El Buen Patrón Paname Distribution Bande-Annonce,57 333,,,,,,,,,,,,,,,,,,,,,,
296,8 L'Homme Parfait Orange Studio Distribution / Ugc Distribution Bande-Annonce,55 577,,,,,,,,,,,,,,,,,,,,,,
297,3 Incroyable Mais Vrai Diaphana Distribution Le Teaser,133 330,,,,,,,,,,,,,,,,,,,,,,
298,6 Fratè Le Pacte Bande-Annonce,36 400,,,,,,,,,,,,,,,,,,,,,,
299,1 Jurassic World: Le Monde D'Après Universal Pictures International France Bande-Annonce,1 299 065,,,,,,,,,,,,,,,,,,,,,,
300,5 Men Metropolitan Filmexport Bande-Annonce,37 421,,,,,,,,,,,,,,,,,,,,,,
301,3 C'Est Magnifique ! Orange Studio Distribution / Ugc Distribution Bande-Annonce,90 935,,,,,,,,,,,,,,,,,,,,,,
302,4 Firestarter Universal Pictures International France Bande-Annonce,75 109,,,,,,,,,,,,,,,,,,,,,,
303,6 Compétition Officielle Wild Bunch Distribution Bande-Annonce,61 295,,,,,,,,,,,,,,,,,,,,,,
304,1 Top Gun: Maverick Paramount Pictures France Bande-Annonce,1 529 608,,,,,,,,,,,,,,,,,,,,,,
305,3 Hommes Au Bord De La Crise De Nerfs Warner Bros. France Bande-Annonce,102 659,,,,,,,,,,,,,,,,,,,,,,
306,9 Les Crimes Du Futur Metropolitan Filmexport Bande-Annonce,52 886,,,,,,,,,,,,,,,,,,,,,,
307,2 Coupez! Pan Distribution Bande-Annonce,100 526,,,,,,,,,,,,,,,,,,,,,,
308,4 Frère Et Soeur Le Pacte Bande-Annonce,73 784,,,,,,,,,,,,,,,,,,,,,,
309,5 J'Adore Ce Que Vous Faites Gaumont Distribution Bande-Annonce,72 462,,,,,,,,,,,,,,,,,,,,,,
310,2 The Northman Universal Pictures International France Bande-Annonce,137 676,,,,,,,,,,,,,,,,,,,,,,
311,7 Les Folies Fermières Apollo Films Bande-Annonce,64 286,,,,,,,,,,,,,,,,,,,,,,
312,8 The Duke Pathé Bande-Annonce,54 622,,,,,,,,,,,,,,,,,,,,,,
313,10 Ima Pathé Live Bande-Annonce,43 862,,,,,,,,,,,,,,,,,,,,,,
314,1 Doctor Strange In The Multiverse Of Madness The Walt Disney Company France Bande-Annonce,1 438 287,,,,,,,,,,,,,,,,,,,,,,
315,4 Ténor Studiocanal Bande-Annonce,126 348,,,,,,,,,,,,,,,,,,,,,,
316,9 Les Passagers De La Nuit Pyramide Distribution Bande-Annonce,78 880,,,,,,,,,,,,,,,,,,,,,,
317,3 Downton Abbey Ii : Une Nouvelle Ère Universal Pictures International France Bande-Annonce,181 353,,,,,,,,,,,,,,,,,,,,,,
318,7 La Ruse Warner Bros. France Bande-Annonce,127 930,,,,,,,,,,,,,,,,,,,,,,
319,10 Le Médecin Imaginaire Ugc Distribution Bande-Annonce,72 100,,,,,,,,,,,,,,,,,,,,,,
320,4 Le Secret De La Cité Perdue Paramount Pictures France Bande-Annonce,317 713,,,,,,,,,,,,,,,,,,,,,,
321,6 Les Segpa Apollo Films Bande-Annonce,228 318,,,,,,,,,,,,,,,,,,,,,,
322,10 Un Talent En Or Massif Metropolitan Filmexport Bande-Annonce,57 763,,,,,,,,,,,,,,,,,,,,,,
323,1 Les Animaux Fantastiques : Les Secrets De Dumbledore Warner Bros. France Bande-Annonce,1 132 062,,,,,,,,,,,,,,,,,,,,,,
324,7 La Revanche Des Crevettes Pailletées Universal Pictures International France Bande-Annonce,69 481,,,,,,,,,,,,,,,,,,,,,,
325,9 Max Et Emmy : Mission Pâques Kmbo Bande-Annonce,49 805,,,,,,,,,,,,,,,,,,,,,,
326,10 Le Stade Pathé Live Bande-Annonce,35 213,,,,,,,,,,,,,,,,,,,,,,
327,1 Qu'Est-Ce Qu'On A Tous Fait Au Bon Dieu ? Ugc Distribution Bande-Annonce,874 683,,,,,,,,,,,,,,,,,,,,,,
328,3 Les Bad Guys Universal Pictures International France Bande-Annonce,259 472,,,,,,,,,,,,,,,,,,,,,,
329,7 En Même Temps Ad Vitam Bande-Annonce,70 112,,,,,,,,,,,,,,,,,,,,,,
330,1 Sonic 2 Le Film Paramount Pictures France Bande-Annonce,749 372,,,,,,,,,,,,,,,,,,,,,,
331,2 Morbius Sony Pictures Releasing France Bande-Annonce,403 848,,,,,,,,,,,,,,,,,,,,,,
332,3 En Corps Studiocanal Bande-Annonce,332 971,,,,,,,,,,,,,,,,,,,,,,
333,3 La Brigade Apollo Films Bande-Annonce,145 097,,,,,,,,,,,,,,,,,,,,,,
334,4 Ambulance Universal Pictures International France Bande-Annonce,142 412,,,,,,,,,,,,,,,,,,,,,,
335,2 Notre-Dame Brûle Pathé Bande-Annonce,388 293,,,,,,,,,,,,,,,,,,,,,,
336,3 Jujutsu Kaisen 0 Cgr Events Bande-Annonce,347 583,,,,,,,,,,,,,,,,,,,,,,
337,8 Alors On Danse Ugc Distribution Bande-Annonce,167 617,,,,,,,,,,,,,,,,,,,,,,
338,9 À Plein Temps Haut Et Court Bande-Annonce,100 254,,,,,,,,,,,,,,,,,,,,,,
339,2 Goliath Studiocanal Bande-Annonce,267 284,,,,,,,,,,,,,,,,,,,,,,
340,4 Permis De Construire Warner Bros. France Bande-Annonce,211 995,,,,,,,,,,,,,,,,,,,,,,
341,1 The Batman Warner Bros. France Bande-Annonce,1 165 588,,,,,,,,,,,,,,,,,,,,,,
342,7 Belfast Universal Pictures International France Bande-Annonce,80 551,,,,,,,,,,,,,,,,,,,,,,
343,3 Maigret Snd Bande-Annonce,260 011,,,,,,,,,,,,,,,,,,,,,,
344,10 Blacklight Metropolitan Filmexport Bande-Annonce,83 546,,,,,,,,,,,,,,,,,,,,,,
345,1 Uncharted Sony Pictures Releasing France Bande-Annonce,955 650,,,,,,,,,,,,,,,,,,,,,,
346,2 Maison De Retraite Ugc Distribution Bande-Annonce,663 787,,,,,,,,,,,,,,,,,,,,,,
347,5 King Pathé Bande-Annonce,228 478,,,,,,,,,,,,,,,,,,,,,,
348,7 Hopper Et Le Hamster Des Ténèbres Sony Pictures Releasing France Bande-Annonce,211 019,,,,,,,,,,,,,,,,,,,,,,
349,8 Un Autre Monde Diaphana Distribution Bande-Annonce,195 408,,,,,,,,,,,,,,,,,,,,,,
350,2 Mort Sur Le Nil The Walt Disney Company France Bande-Annonce,336 133,,,,,,,,,,,,,,,,,,,,,,
351,4 Moonfall Metropolitan Filmexport Bande-Annonce,207 212,,,,,,,,,,,,,,,,,,,,,,
352,5 Les Vedettes Gaumont Distribution Bande-Annonce,179 006,,,,,,,,,,,,,,,,,,,,,,
353,7 Enquête Sur Un Scandale D'État Pyramide Distribution Bande-Annonce,101 542,,,,,,,,,,,,,,,,,,,,,,
354,1 Super-Héros Malgré Lui Studiocanal Bande-Annonce,576 138,,,,,,,,,,,,,,,,,,,,,,
355,3 Les Jeunes Amants Diaphana Distribution Bande-Annonce,152 312,,,,,,,,,,,,,,,,,,,,,,
356,1 Presque Apollo Films Bande-Annonce,151 276,,,,,,,,,,,,,,,,,,,,,,
357,4 Les Promesses Wild Bunch Distribution Bande-Annonce,130 294,,,,,,,,,,,,,,,,,,,,,,
358,5 My Hero Academia - World Heroes' Mission Cgr Events Bande-Annonce,129 395,,,,,,,,,,,,,,,,,,,,,,
359,10 Une Jeune Fille Qui Va Bien Ad Vitam Bande-Annonce,68 056,,,,,,,,,,,,,,,,,,,,,,
360,3 Nightmare Alley The Walt Disney Company France Bande-Annonce,142 309,,,,,,,,,,,,,,,,,,,,,,
361,6 L'Amour C’Est Mieux Que La Vie Metropolitan Filmexport Bande-Annonce,105 611,,,,,,,,,,,,,,,,,,,,,,
362,10 Tendre Et Saignant Orange Studio Distribution / Ugc Distribution Bande-Annonce,72 295,,,,,,,,,,,,,,,,,,,,,,
363,2 Adieu Monsieur Haffmann Pathé Bande-Annonce,261 930,,,,,,,,,,,,,,,,,,,,,,
364,3 Scream Paramount Pictures France Bande-Annonce,212 555,,,,,,,,,,,,,,,,,,,,,,
365,6 Ouistreham Memento Distribution Bande-Annonce,126 975,,,,,,,,,,,,,,,,,,,,,,
366,2 En Attendant Bojangles Studiocanal Bande-Annonce,228 476,,,,,,,,,,,,,,,,,,,,,,
367,6 355 Snd Bande-Annonce,120 131,,,,,,,,,,,,,,,,,,,,,,
368,7 Licorice Pizza Universal Pictures International France Bande-Annonce,116 871,,,,,,,,,,,,,,,,,,,,,,
369,3 The King'S Man : Première Mission The Walt Disney Company France Bande-Annonce,336 793,,,,,,,,,,,,,,,,,,,,,,
370,7 Le Test Apollo Films Bande-Annonce,150 143,,,,,,,,,,,,,,,,,,,,,,
371,2 Tous En Scène 2 Universal Pictures International France Bande-Annonce,1 173 587,,,,,,,,,,,,,,,,,,,,,,
372,3 Matrix Resurrections Warner Bros. France Bande-Annonce,513 133,,,,,,,,,,,,,,,,,,,,,,
373,1 Spider-Man: No Way Home Sony Pictures Releasing France Bande-Annonce,2 867 515,,,,,,,,,,,,,,,,,,,,,,
374,4 Mes Très Chers Enfants Ugc Distribution Bande-Annonce,198 247,,,,,,,,,,,,,,,,,,,,,,
375,5 Mystère Gaumont Distribution Bande-Annonce,158 396,,,,,,,,,,,,,,,,,,,,,,
376,8 La Panthère Des Neiges Haut Et Court Bande-Annonce,108 251,,,,,,,,,,,,,,,,,,,,,,
377,1 Les Tuche 4 Pathé Bande-Annonce,852 098,,,,,,,,,,,,,,,,,,,,,,
378,3 West Side Story The Walt Disney Company France Bande-Annonce,177 526,,,,,,,,,,,,,,,,,,,,,,
379,9 Les Elfkins : Opération Pâtisserie Kmbo Bande-Annonce,68 039,,,,,,,,,,,,,,,,,,,,,,
380,2 S.O.S. Fantômes : L'Héritage Sony Pictures Releasing France Bande-Annonce,280 226,,,,,,,,,,,,,,,,,,,,,,
381,4 Madres Paralelas Pathé Bande-Annonce,221 999,,,,,,,,,,,,,,,,,,,,,,
382,6 Clifford Paramount Pictures France Bande-Annonce,163 178,,,,,,,,,,,,,,,,,,,,,,
383,8 La Méthode Williams Warner Bros. France Bande-Annonce,90 468,,,,,,,,,,,,,,,,,,,,,,
384,9 Les Choses Humaines Gaumont Distribution Bande-Annonce,89 353,,,,,,,,,,,,,,,,,,,,,,
385,"1 Encanto, La Fantastique Famille Madrigal The Walt Disney Company France Bande-Annonce",526 906,,,,,,,,,,,,,,,,,,,,,,
386,3 House Of Gucci Universal Pictures International France Bande-Annonce,293 474,,,,,,,,,,,,,,,,,,,,,,
387,6 Resident Evil : Bienvenue À Raccoon City Metropolitan Filmexport Bande-Annonce,110 288,,,,,,,,,,,,,,,,,,,,,,
388,8 De Son Vivant Studiocanal Bande-Annonce,90 106,,,,,,,,,,,,,,,,,,,,,,
389,9 Suprêmes Sony Pictures Releasing France Bande-Annonce,77 095,,,,,,,,,,,,,,,,,,,,,,
390,1 Les Bodin'S En Thaïlande Snd Bande-Annonce,580 181,,,,,,,,,,,,,,,,,,,,,,
391,4 On Est Fait Pour S’Entendre Diaphana Distribution Bande-Annonce,158 922,,,,,,,,,,,,,,,,,,,,,,
392,5 Amants Wild Bunch Distribution Bande-Annonce,136 003,,,,,,,,,,,,,,,,,,,,,,
393,7 Affamés The Walt Disney Company France Bande-Annonce,75 483,,,,,,,,,,,,,,,,,,,,,,
394,8 Marathon One Piece 1000 Logs Cgr Events,69 460,,,,,,,,,,,,,,,,,,,,,,
395,1 Aline Gaumont Distribution Bande-Annonce,595 211,,,,,,,,,,,,,,,,,,,,,,
396,5 Cry Macho Warner Bros. France Bande-Annonce,126 797,,,,,,,,,,,,,,,,,,,,,,
397,9 Haute Couture Ugc Distribution Bande-Annonce,92 692,,,,,,,,,,,,,,,,,,,,,,
398,1 Les Eternels The Walt Disney Company France Bande-Annonce,775 467,,,,,,,,,,,,,,,,,,,,,,
399,10 Si On Chantait Snd Bande-Annonce,118 824,,,,,,,,,,,,,,,,,,,,,,
400,8 The French Dispatch The Walt Disney Company France Bande-Annonce,197 450,,,,,,,,,,,,,,,,,,,,,,
401,1 Venom: Let There Be Carnage Sony Pictures Releasing France Bande-Annonce,676 090,,,,,,,,,,,,,,,,,,,,,,
402,4 Illusions Perdues Gaumont Distribution Bande-Annonce,230 106,,,,,,,,,,,,,,,,,,,,,,
403,8 Le Trésor Du Petit Nicolas Warner Bros. France Bande-Annonce,148 775,,,,,,,,,,,,,,,,,,,,,,
404,9 Ron Débloque The Walt Disney Company France Bande-Annonce,137 238,,,,,,,,,,,,,,,,,,,,,,
405,10 Halloween Kills Universal Pictures International France Bande-Annonce,128 699,,,,,,,,,,,,,,,,,,,,,,
406,2 Eiffel Pathé Bande-Annonce,408 803,,,,,,,,,,,,,,,,,,,,,,
407,3 Le Loup Et Le Lion Studiocanal Bande-Annonce,199 085,,,,,,,,,,,,,,,,,,,,,,
408,5 La Famille Addams 2 : Une Virée D'Enfer Universal Pictures International France Bande-Annonce,156 133,,,,,,,,,,,,,,,,,,,,,,
409,6 Le Dernier Duel The Walt Disney Company France Bande-Annonce,147 221,,,,,,,,,,,,,,,,,,,,,,
410,7 Julie (En 12 Chapitres) Memento Distribution Bande-Annonce,67 515,,,,,,,,,,,,,,,,,,,,,,
411,1 Mourir Peut Attendre Universal Pictures International France Bande-Annonce,1 384 858,,,,,,,,,,,,,,,,,,,,,,
412,10 Tralala Pyramide Distribution Bande-Annonce,41 732,,,,,,,,,,,,,,,,,,,,,,
413,8 Candyman Universal Pictures International France Bande-Annonce,74 266,,,,,,,,,,,,,,,,,,,,,,
414,9 Eugénie Grandet Ad Vitam Bande-Annonce,70 150,,,,,,,,,,,,,,,,,,,,,,
415,10 Les Intranquilles Les Films Du Losange Bande-Annonce,53 677,,,,,,,,,,,,,,,,,,,,,,
416,5 Stillwater Universal Pictures International France Bande-Annonce,135 483,,,,,,,,,,,,,,,,,,,,,,
417,7 Tout S'Est Bien Passé Diaphana Distribution Bande-Annonce,100 494,,,,,,,,,,,,,,,,,,,,,,
418,8 Bigger Than Us Jour2Fête Bande-Annonce,78 406,,,,,,,,,,,,,,,,,,,,,,
419,1 Dune Warner Bros. France Bande-Annonce,1 030 687,,,,,,,,,,,,,,,,,,,,,,
420,5 Pourris Gâtés Apollo Films Bande-Annonce,148 506,,,,,,,,,,,,,,,,,,,,,,
421,6 L'Origine Du Monde Studiocanal Le Teaser,117 938,,,,,,,,,,,,,,,,,,,,,,
422,2 Boîte Noire Studiocanal Bande-Annonce,292 081,,,,,,,,,,,,,,,,,,,,,,
423,4 Délicieux Snd Bande-Annonce,130 477,,,,,,,,,,,,,,,,,,,,,,
424,5 Les Méchants Le Pacte Bande-Annonce,77 098,,,,,,,,,,,,,,,,,,,,,,
425,8 Respect Universal Pictures International France Bande-Annonce,63 758,,,,,,,,,,,,,,,,,,,,,,
426,1 Shang-Chi Et La Légende Des Dix Anneaux The Walt Disney Company France Bande-Annonce,481 173,,,,,,,,,,,,,,,,,,,,,,
427,3 Un Triomphe Memento Distribution Bande-Annonce,143 968,,,,,,,,,,,,,,,,,,,,,,
428,8 Malignant Warner Bros. France Bande-Annonce,69 056,,,,,,,,,,,,,,,,,,,,,,
429,7 Reminiscence Warner Bros. France Bande-Annonce,99 007,,,,,,,,,,,,,,,,,,,,,,
430,9 France Arp Sélection Bande-Annonce,75 033,,,,,,,,,,,,,,,,,,,,,,
431,1 Bac Nord Studiocanal Bande-Annonce,483 381,,,,,,,,,,,,,,,,,,,,,,
432,2 Baby Boss 2 : Une Affaire De Famille Universal Pictures International France Bande-Annonce,362 162,,,,,,,,,,,,,,,,,,,,,,
433,7 Attention Au Départ ! Snd Bande-Annonce,102 498,,,,,,,,,,,,,,,,,,,,,,
434,1 La Pat’ Patrouille - Le Film Paramount Pictures France Bande-Annonce,459 566,,,,,,,,,,,,,,,,,,,,,,
435,4 Free Guy The Walt Disney Company France Bande-Annonce,174 093,,,,,,,,,,,,,,,,,,,,,,
436,5 C'Est Quoi Ce Papy ?! Ugc Distribution Bande-Annonce,120 764,,,,,,,,,,,,,,,,,,,,,,
437,6 Pil Snd Bande-Annonce,117 333,,,,,,,,,,,,,,,,,,,,,,
438,10 Escape Game 2 - Le Monde Est Un Piège Sony Pictures Releasing France Bande-Annonce,82 707,,,,,,,,,,,,,,,,,,,,,,
439,1 Oss 117: Alerte Rouge En Afrique Noire Gaumont Distribution Bande-Annonce,685 878,,,,,,,,,,,,,,,,,,,,,,
440,5 American Nightmare 5 : Sans Limites Universal Pictures International France Bande-Annonce,173 729,,,,,,,,,,,,,,,,,,,,,,
441,6 Le Tour Du Monde En 80 Jours Studiocanal Bande-Annonce,163 520,,,,,,,,,,,,,,,,,,,,,,
442,2 Jungle Cruise The Walt Disney Company France Bande-Annonce,284 661,,,,,,,,,,,,,,,,,,,,,,
443,3 The Suicide Squad Warner Bros. France Bande-Annonce,256 516,,,,,,,,,,,,,,,,,,,,,,
444,5 Spirit : L'Indomptable Universal Pictures International France Bande-Annonce,118 045,,,,,,,,,,,,,,,,,,,,,,
445,9 C'Est La Vie Orange Studio Distribution / Ugc Distribution Bande-Annonce,84 440,,,,,,,,,,,,,,,,,,,,,,
446,1 Kaamelott – Premier Volet Snd Bande-Annonce,1 015 247,,,,,,,,,,,,,,,,,,,,,,
447,3 Space Jam - Nouvelle Ère Warner Bros. France Bande-Annonce,182 763,,,,,,,,,,,,,,,,,,,,,,
448,6 Old Universal Pictures International France Bande-Annonce,105 841,,,,,,,,,,,,,,,,,,,,,,
449,1 Fast & Furious 9 Universal Pictures International France Bande-Annonce,1 301 589,,,,,,,,,,,,,,,,,,,,,,
450,2 Black Widow The Walt Disney Company France Bande-Annonce,440 689,,,,,,,,,,,,,,,,,,,,,,
451,3 Les Croods 2 : Une Nouvelle Ère Universal Pictures International France Bande-Annonce,288 149,,,,,,,,,,,,,,,,,,,,,,
452,4 Désigné Coupable Metropolitan Filmexport Bande-Annonce,148 446,,,,,,,,,,,,,,,,,,,,,,
453,6 Mystère À Saint-Tropez : Une Enquête De L'Inspecteur Boulin Studiocanal Bande-Annonce,116 540,,,,,,,,,,,,,,,,,,,,,,
454,"8 Ainbo, Princesse D'Amazonie Le Pacte Bande-Annonce",109 322,,,,,,,,,,,,,,,,,,,,,,
455,9 Benedetta Pathé Bande-Annonce,106 776,,,,,,,,,,,,,,,,,,,,,,
456,10 Titane Diaphana Distribution Bande-Annonce,88 523,,,,,,,,,,,,,,,,,,,,,,
457,2 Irmã Wayna Pitch Bande-Annonce,76,,,,,,,,,,,,,,,,,,,,,,
458,2 Pierre Lapin 2 Sony Pictures Releasing France Bande-Annonce,482 349,,,,,,,,,,,,,,,,,,,,,,
459,4 Le Sens De La Famille Gaumont Distribution Bande-Annonce,283 561,,,,,,,,,,,,,,,,,,,,,,
460,5 Présidents Universal Pictures International France Bande-Annonce,249 345,,,,,,,,,,,,,,,,,,,,,,
461,6 Hitman & Bodyguard 2 Metropolitan Filmexport Bande-Annonce,214 788,,,,,,,,,,,,,,,,,,,,,,
462,9 The Deep House Apollo Films Bande-Annonce,150 204,,,,,,,,,,,,,,,,,,,,,,
463,1 Cruella The Walt Disney Company France Bande-Annonce,379 133,,,,,,,,,,,,,,,,,,,,,,
